"Accession","InterPro ID","InterPro Name","Name"
"WP_069776610.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR000326', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'PAP2', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_071102720.1","[nan, nan, 'IPR003029', 'IPR003029', 'IPR003029', 'IPR003029', 'IPR003029', 'IPR012340', 'IPR012340', 'IPR012340', 'IPR012340', 'IPR012340', 'IPR035104', 'IPR050437']","Unintegrated-Unintegrated-S1_domain-S1_domain-S1_domain-S1_domain-S1_domain-NA-bd_OB-fold-NA-bd_OB-fold-NA-bd_OB-fold-NA-bd_OB-fold-NA-bd_OB-fold-Ribosomal_protein_S1-like-Ribos_protein_bS1-like","['S1_RPS1_repeat_ec1_hs1', 'S1_RPS1_repeat_ec2_hs2', 'S1', 'S1_6', 'S1', 'S1', 'S1', nan, nan, 'Nucleic acid-binding proteins', 'Nucleic acid-binding proteins', 'Nucleic acid-binding proteins', 'RIBOSOMALS1', '30S RIBOSOMAL PROTEIN S1']"
"WP_072506624.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_073959379.1","[nan, nan, nan, 'IPR001509', 'IPR036291', 'IPR044516']","Unintegrated-Unintegrated-Unintegrated-Epimerase_deHydtase-NAD(P)-bd_dom_sf-UXS-like","['UGD_SDR_e', nan, 'disorder_prediction', 'Epimerase', 'NAD(P)-binding Rossmann-fold domains', 'UDP-GLUCURONIC ACID DECARBOXYLASE-RELATED']"
"WP_074897685.1","[nan, nan, nan, nan, 'IPR000326', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'disorder_prediction', 'disorder_prediction', 'PAP2', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_076620397.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_077921577.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR016119', 'IPR036938', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_like_1', 'PROKAR_LIPOPROTEIN', 'SignalP-TM', nan, 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_078093363.1","[nan, nan, nan, nan, 'IPR000782', 'IPR000782', 'IPR016119', 'IPR036378', 'IPR036378', 'IPR036938', 'IPR049283', 'IPR052559', 'IPR055161']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAS1_domain-FAS1_domain-Br/Cl_peroxidase_C-FAS1_dom_sf-FAS1_dom_sf-P_Acid_Pase_2/haloperoxi_sf-DUF6851-V-haloperoxidase-NapH1-like_2nd","['PAP2_haloperoxidase', 'disorder_prediction', 'disorder_prediction', 'Phosphatidic acid phosphatase type 2/haloperoxidase', 'FAS1', 'Fasciclin', nan, 'FAS1 domain', 'FAS1 domain', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'DUF6851', 'PEROXIDASE-RELATED', 'VCPO_2nd']"
"WP_078845178.1","[nan, nan, nan, nan, 'IPR016516', 'IPR016516', 'IPR016516', 'IPR016516', 'IPR016516', 'IPR016516']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-UCP07580-UCP07580-UCP07580-UCP07580-UCP07580-UCP07580","['disorder_prediction', 'disorder_prediction', 'disorder_prediction', 'disorder_prediction', 'UCP07580', 'METAL-DEPENDENT HYDROLASE', 'Metal_hydrol', 'UCP07580', 'METAL-DEPENDENT HYDROLASE', 'Metal_hydrol']"
"WP_079060117.1","[nan, 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050775', 'IPR054972']","Unintegrated-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD-binding_Monooxygenases-Neo-PentlctneDsynPtlE","['NAD_binding_8', 'FAD/NAD(P)-binding domain', nan, nan, 'L-ORNITHINE N(5)-MONOOXYGENASE-RELATED', 'Neo-PentlctneDsynPtlE']"
"WP_080238615.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR000326', 'IPR016119', 'IPR036938', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_like_1', 'Coil', 'PROKAR_LIPOPROTEIN', 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'PAP2', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_082145335.1","[nan, 'IPR002060', 'IPR008949', 'IPR008949']","Unintegrated-Squ/phyt_synthse-Isoprenoid_synthase_dom_sf-Isoprenoid_synthase_dom_sf","['BIFUNCTIONAL LYCOPENE CYCLASE/PHYTOENE SYNTHASE', 'SQS_PSY', 'Farnesyl Diphosphate Synthase', 'Terpenoid synthases']"
"WP_084427653.1","[nan, 'IPR002105', 'IPR002931', 'IPR003644', 'IPR013211', 'IPR036439', 'IPR036439', 'IPR038081', 'IPR038081', 'IPR038765']","Unintegrated-Dockerin_1_rpt-Transglutaminase-like-Calx_beta-LVIVD-Dockerin_dom_sf-Dockerin_dom_sf-CalX-like_sf-CalX-like_sf-Papain-like_cys_pep_sf","[nan, 'Dockerin_1', 'Transglut_core', 'NIbeta_1', 'LVIVD', 'Dockerin domain', 'Type I dockerin domain', nan, 'CalX-like', 'Cysteine proteinases']"
"WP_085180210.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR001227', 'IPR006162', 'IPR009081', 'IPR009081', 'IPR009081', 'IPR011032', 'IPR013154', 'IPR013968', 'IPR014030', 'IPR014031', 'IPR014043', 'IPR014043', 'IPR016035', 'IPR016035', 'IPR016036', 'IPR016036', 'IPR016039', 'IPR016039', 'IPR016039', 'IPR018201', 'IPR018201', 'IPR020806', 'IPR020807', 'IPR020841', 'IPR020841', 'IPR020841', 'IPR020843', 'IPR036291', 'IPR036291', 'IPR036291', 'IPR036291', 'IPR036291', 'IPR036736', 'IPR036736', 'IPR036736', 'IPR042104', 'IPR049551', 'IPR049552', 'IPR049900', 'IPR050091']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Ac_transferase_dom_sf-Ppantetheine_attach_site-PP-bd_ACP-PP-bd_ACP-PP-bd_ACP-GroES-like_sf-ADH-like_N-PKS_KR-Ketoacyl_synth_N-Ketoacyl_synth_C-Acyl_transferase_dom-Acyl_transferase_dom-Acyl_Trfase/lysoPLipase-Acyl_Trfase/lysoPLipase-Malonyl_transacylase_ACP-bd-Malonyl_transacylase_ACP-bd-Thiolase-like-Thiolase-like-Thiolase-like-Ketoacyl_synth_AS-Ketoacyl_synth_AS-PKS_PP-bd-PKS_DH-PKS_Beta-ketoAc_synthase_dom-PKS_Beta-ketoAc_synthase_dom-PKS_Beta-ketoAc_synthase_dom-PKS_ER-NAD(P)-bd_dom_sf-NAD(P)-bd_dom_sf-NAD(P)-bd_dom_sf-NAD(P)-bd_dom_sf-NAD(P)-bd_dom_sf-ACP-like_sf-ACP-like_sf-ACP-like_sf-PKS_dehydratase_sf-PKS_DH_C-PKS_DH_N-PKS_mFAS_DH-PKS_NRPS_Biosynth_Enz","['Coil', 'PKS_plus_SDR', 'disorder_prediction', 'disorder_prediction', 'KR_1_SDR_x', 'PKS', 'PKS', 'KR_2_FAS_SDR_x', 'enoyl_red', 'PKS_KR', '17clusters_betabranch_W', nan, nan, nan, nan, nan, nan, 'CurL-like_PKS_C', 'ADH_zinc_N_2', nan, 'PHOSPHOPANTETHEINE', 'CARRIER', 'CARRIER', 'PP-binding', 'GroES-like', 'ADH_N', 'KR', 'ketoacyl-synt', 'Ketoacyl-synt_C', 'PKS_AT', 'Acyl_transf_1', 'FabD/lysophospholipase-like', 'FabD/lysophospholipase-like', 'Probable ACP-binding domain of malonyl-CoA ACP transacylase', 'Probable ACP-binding domain of malonyl-CoA ACP transacylase', nan, 'Thiolase-like', 'Thiolase-like', 'KS3_1', 'KS3_1', 'PKS_PP', 'PKS_DH', 'KS3_2', 'KS3_2', 'PKS_KS', 'PKS_ER_names_mod', 'NAD(P)-binding Rossmann-fold domains', 'NAD(P)-binding Rossmann-fold domains', 'NAD(P)-binding Rossmann-fold domains', 'NAD(P)-binding Rossmann-fold domains', 'NAD(P)-binding Rossmann-fold domains', nan, 'ACP-like', 'ACP-like', 'Polyketide synthase dehydratase', 'PS-DH', 'PKS_DH_N', 'PKS_MFAS_DH', 'FATTY ACID SYNTHASE']"
"WP_090051539.1","[nan, nan, 'IPR016119', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', 'disorder_prediction', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_090064380.1","['IPR016119', 'IPR036938', 'IPR052559']","Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","[nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_091059125.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR000326', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'PAP2', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_092809462.1","[nan, 'IPR016119', 'IPR036938', 'IPR052559']","Unintegrated-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['disorder_prediction', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_095838437.1","[nan, nan, 'IPR011032', 'IPR013149', 'IPR013154', 'IPR020843', 'IPR036291', 'IPR052711']","Unintegrated-Unintegrated-GroES-like_sf-ADH-like_C-ADH-like_N-PKS_ER-NAD(P)-bd_dom_sf-Zinc_ADH-like","[nan, nan, 'GroES-like', 'ADH_zinc_N', 'ADH_N', 'PKS_ER_names_mod', 'NAD(P)-binding Rossmann-fold domains', nan]"
"WP_096559380.1","[nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR016119', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', 'unknown', 'disorder_prediction', 'disorder_prediction', 'disorder_prediction', 'disorder_prediction', 'TAT', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_096708076.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_096790410.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_096873317.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR006311', 'IPR036938', 'IPR036938', 'IPR052559', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'PAP2_haloperoxidase', nan, 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED', 'PEROXIDASE-RELATED']"
"WP_099556424.1","['IPR016119', 'IPR036938']","Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf","[nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase']"
"WP_102850168.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_102856071.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_102859777.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_102870924.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR006311', 'IPR036938', 'IPR036938', 'IPR052559', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'TAT', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED', 'PEROXIDASE-RELATED']"
"WP_102875460.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_102877731.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR006311', 'IPR036938', 'IPR036938', 'IPR052559', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED', 'PEROXIDASE-RELATED']"
"WP_102884428.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_102888715.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_102898367.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_102916055.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_107013206.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR036938', 'IPR049283', 'IPR052559', 'IPR055161']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxi_sf-DUF6851-V-haloperoxidase-NapH1-like_2nd","['PAP2_haloperoxidase', nan, 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'DUF6851', 'PEROXIDASE-RELATED', 'VCPO_2nd']"
"WP_107451048.1","[nan, nan, nan, nan, nan, nan, 'IPR000600', 'IPR000600', 'IPR005471', 'IPR036388', 'IPR036390', 'IPR043129']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-ROK-ROK-Tscrpt_reg_IclR_N-WH-like_DNA-bd_sf-WH_DNA-bd_sf-ATPase_NBD","['ASKHA_ATPase_ROK', 'disorder_prediction', 'disorder_prediction', nan, nan, nan, 'ROK (REPRESSOR, ORF, KINASE) FAMILY', 'ROK', 'HTH_IclR', nan, '""Winged helix"" DNA-binding domain', 'Actin-like ATPase domain']"
"WP_107657641.1","[nan, nan, 'IPR016119', 'IPR036938', 'IPR041067', 'IPR052559']","Unintegrated-Unintegrated-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-VCPO_N-V-haloperoxidase","['PAP2_haloperoxidase', 'Phosphatidic acid phosphatase type 2/haloperoxidase', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'VCPO_N', 'PEROXIDASE-RELATED']"
"WP_110171041.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR036938', 'IPR052559', 'IPR055161']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase-NapH1-like_2nd","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED', 'VCPO_2nd']"
"WP_110986930.1","[nan, nan, nan, nan, 'IPR016119', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', 'disorder_prediction', 'disorder_prediction', 'disorder_prediction', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
